id;CodiceCatastaleComune;TipoBene;Comune;Provincia;CAP;Toponimo;Strada;NumeroCivico;TipologiaImmobile;Finalita;NaturaBene;Superficie;Cubatura;Valore;EpocaCostruzione;Latitudine;Longitudine
10-297-194;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-195;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-196;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-197;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-198;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-199;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-200;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-201;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-202;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-203;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-204;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-205;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-206;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-207;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-208;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-209;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-210;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-211;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-212;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-213;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-214;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-215;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-216;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-217;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-218;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-219;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-220;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-221;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-222;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-224;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-225;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-226;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-228;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-229;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-232;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-233;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-235;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-236;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-237;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-238;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-239;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-240;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-241;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-243;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-244;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-245;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-246;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-247;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-248;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-249;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-250;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-251;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-252;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-253;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-254;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-255;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-256;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-257;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-258;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-259;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-260;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-261;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);13;;6311;DAL 1981 AL 1990 (6);;
10-297-11;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-12;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-13;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-14;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-16;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-17;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-18;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-20;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-22;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-23;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-24;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-25;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-26;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-266;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;MAGAZZINO E LOCALI DI DEPOSITO (27);EDILIZIA RESIDENZIALE PUBBLICA (12);PATRIMONIO INDISPONIBILE (2);95;;34835;DAL 1981 AL 1990 (6);;
10-297-27;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-28;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-29;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-30;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-31;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-32;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;57068;DAL 1981 AL 1990 (6);;
10-297-34;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;MAGAZZINO E LOCALI DI DEPOSITO (27);EDILIZIA RESIDENZIALE PUBBLICA (12);PATRIMONIO INDISPONIBILE (2);49;;17968;DAL 1981 AL 1990 (6);;
10-297-7;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;48676;DAL 1981 AL 1990 (6);;
10-297-9;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 A;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;39509;DAL 1981 AL 1990 (6);;
10-297-179;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 B;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;26339;DAL 1981 AL 1990 (6);;
10-297-35;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 B;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22466;DAL 1981 AL 1990 (6);;
10-297-36;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 B;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;18722;DAL 1981 AL 1990 (6);;
10-297-37;E216;UNITA' IMMOBILIARE (1);GRUGLIASCO;TO;10095;VIA;NAPOLI;58 B;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;18722;DAL 1981 AL 1990 (6);;
